Rk,G,Date,Unnamed: 3_level_1,Opp,W/L,Tm,Opp.1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Unnamed: 24_level_1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Team,DRB
70,70,2019-03-16,,ATL,W,129,120,44,0.4444444444444444,0.5401234567901233,13,0.4565217391304347,0.4798206278026907,28,0.7619047619047619,0.6702849389416554,0.45000000000000007,46,0.6923076923076924,0.5,0.3684210526315789,0.4782608695652174,0.41379310344827586,,43,100,0.43,15,40,0.375,19,24,0.792,19,50,27,11,5,17,25,BOS,0.48275862068965514
71,71,2019-03-18,,DEN,L,105,114,39,0.4444444444444444,0.3734567901234568,12,0.5217391304347826,0.3609865470852019,15,0.33333333333333326,0.7137042062415198,0.5000000000000001,37,0.46153846153846156,0.6000000000000001,0.2631578947368421,0.3913043478260869,0.24137931034482757,,46,94,0.489,14,39,0.359,8,10,0.8,11,51,29,6,5,17,19,BOS,0.13793103448275856
72,72,2019-03-20,@,PHI,L,115,118,45,0.5,0.5277777777777778,12,0.3695652173913043,0.5112107623318387,13,0.26190476190476186,0.7462686567164178,0.4,46,0.3846153846153847,0.05,0.15789473684210525,0.21739130434782608,0.5517241379310345,,34,90,0.378,11,33,0.333,39,43,0.907,17,54,23,5,5,8,17,BOS,0.5172413793103449
73,73,2019-03-23,@,CHO,L,117,124,44,0.4444444444444444,0.5401234567901233,19,0.608695652173913,0.6614349775784754,10,0.23809523809523805,0.548168249660787,0.25,42,0.7307692307692307,0.30000000000000004,0.42105263157894735,0.30434782608695654,0.4827586206896552,,42,95,0.442,18,38,0.474,22,28,0.786,14,53,26,7,5,11,15,BOS,0.48275862068965514
74,74,2019-03-24,,SAS,L,96,115,38,0.462962962962963,0.3271604938271605,7,0.4347826086956521,0.11883408071748885,13,0.26190476190476186,0.7462686567164178,0.45000000000000007,45,0.42307692307692313,0.2,0.10526315789473684,0.21739130434782608,0.17241379310344823,,50,98,0.51,8,24,0.333,7,8,0.875,11,51,32,1,4,8,19,BOS,0.4482758620689654
75,75,2019-03-26,@,CLE,W,116,106,46,0.40740740740740744,0.638888888888889,10,0.21739130434782605,0.5672645739910316,14,0.33333333333333326,0.6431478968792401,0.45000000000000007,46,0.42307692307692313,0.4,0.15789473684210525,0.30434782608695654,0.41379310344827586,,39,80,0.488,9,28,0.321,19,25,0.76,3,36,24,4,1,14,21,BOS,0.48275862068965514
76,76,2019-03-29,,IND,W,114,112,44,0.3148148148148149,0.6604938271604938,13,0.26086956521739124,0.7488789237668163,13,0.2857142857142857,0.6811397557666214,0.25,43,0.576923076923077,0.4,0.2631578947368421,0.4782608695652174,0.3448275862068965,,42,90,0.467,12,27,0.444,16,23,0.696,14,41,27,9,2,12,16,BOS,0.5172413793103449
77,77,2019-03-30,@,BRK,L,96,110,35,0.2592592592592593,0.3827160493827161,8,0.10869565217391303,0.5672645739910316,18,0.4285714285714285,0.7055630936227952,0.25,39,0.2692307692307693,0.4,0.3684210526315789,0.5217391304347826,0.5517241379310345,,38,83,0.458,12,38,0.316,22,28,0.786,5,40,22,7,2,12,17,BOS,0.3793103448275862
78,78,2019-04-01,,MIA,W,110,105,36,0.40740740740740744,0.30246913580246926,17,0.5434782608695652,0.6233183856502242,21,0.45238095238095233,0.830393487109905,0.6000000000000001,49,0.5,0.4,0.10526315789473684,0.3913043478260869,0.3103448275862069,,40,88,0.455,10,37,0.27,15,18,0.833,9,48,27,9,6,15,17,BOS,0.48275862068965514
79,79,2019-04-03,@,MIA,W,112,102,38,0.20370370370370372,0.5462962962962962,9,0.19565217391304346,0.5112107623318387,27,0.619047619047619,0.824966078697422,0.20000000000000004,42,0.5,0.4,0.3684210526315789,0.34782608695652173,0.41379310344827586,,39,95,0.411,12,36,0.333,12,20,0.6,16,47,25,6,5,15,23,BOS,0.5172413793103449
80,80,2019-04-05,@,IND,W,117,97,48,0.42592592592592604,0.6913580246913581,7,0.26086956521739124,0.25112107623318397,14,0.26190476190476186,0.830393487109905,0.25,49,0.576923076923077,0.35000000000000003,0.3157894736842105,0.34782608695652173,0.20689655172413796,,38,92,0.413,10,23,0.435,11,19,0.579,10,45,24,5,3,11,15,BOS,0.7241379310344828
81,81,2019-04-07,,ORL,L,108,116,42,0.37037037037037046,0.5370370370370369,12,0.34782608695652173,0.5381165919282513,12,0.21428571428571427,0.8059701492537312,0.20000000000000004,39,0.6153846153846155,0.45,0.21052631578947367,0.4347826086956521,0.3448275862068965,,41,90,0.456,12,33,0.364,22,22,1.0,11,45,29,9,7,14,14,BOS,0.4137931034482759
82,82,2019-04-09,@,WAS,W,116,110,45,0.5555555555555556,0.48456790123456794,15,0.6304347826086957,0.4349775784753364,11,0.4285714285714285,0.29172320217096337,0.55,50,0.576923076923077,0.5,0.15789473684210525,0.08695652173913043,0.2758620689655172,,41,97,0.423,14,39,0.359,14,18,0.778,13,58,28,2,3,15,18,BOS,0.5517241379310344
1,1,2018-10-17,@,IND,L,83,111,25,0.2777777777777777,0.0,10,0.30434782608695654,0.4439461883408072,23,0.5476190476190476,0.7571234735413839,0.25,28,0.15384615384615385,0.55,0.15789473684210525,0.1739130434782609,0.3103448275862069,,47,83,0.566,10,26,0.385,7,13,0.538,13,57,29,2,7,20,24,MEM,0.0
2,2,2018-10-19,,ATL,W,131,117,44,0.22222222222222232,0.756172839506173,13,0.23913043478260865,0.7914798206278029,30,0.9047619047619047,0.5902306648575305,0.25,41,0.7692307692307693,0.45,0.21052631578947367,0.5652173913043478,0.6896551724137931,,41,83,0.494,14,30,0.467,21,36,0.583,11,40,27,9,5,19,31,MEM,0.4482758620689654
3,3,2018-10-22,@,UTA,W,92,84,31,0.2777777777777777,0.21913580246913578,9,0.28260869565217395,0.39013452914798213,21,0.5,0.7394843962008142,0.25,43,0.23076923076923073,0.5,0.10526315789473684,0.30434782608695654,0.44827586206896547,,29,82,0.354,8,32,0.25,18,23,0.783,10,50,18,6,6,15,22,MEM,0.5172413793103449
4,4,2018-10-24,@,SAC,L,92,97,36,0.462962962962963,0.2623456790123456,10,0.4782608695652174,0.2757847533632288,10,0.1904761904761905,0.6865671641791045,0.55,49,0.23076923076923073,0.35000000000000003,0.3157894736842105,0.5217391304347826,0.5517241379310345,,35,83,0.422,6,18,0.333,21,33,0.636,15,57,19,7,5,14,15,MEM,0.5172413793103449
5,5,2018-10-27,,PHO,W,117,96,44,0.18518518518518512,0.7993827160493828,9,0.23913043478260865,0.4461883408071749,20,0.40476190476190466,0.8765264586160109,0.05000000000000002,39,0.6923076923076924,0.6000000000000001,0.05263157894736842,0.3913043478260869,0.41379310344827586,,36,78,0.462,9,33,0.273,15,19,0.789,5,35,28,5,1,19,25,MEM,0.5172413793103449
6,6,2018-10-30,,WAS,W,107,95,36,0.09259259259259256,0.5802469135802469,13,0.28260869565217395,0.7107623318385652,22,0.619047619047619,0.6065128900949796,0.20000000000000004,38,0.6153846153846155,0.8,0.15789473684210525,0.5217391304347826,0.37931034482758624,,32,74,0.432,14,35,0.4,17,20,0.85,5,37,24,9,7,20,22,MEM,0.3793103448275862
7,7,2018-11-02,@,UTA,W,110,100,38,0.11111111111111116,0.6450617283950618,13,0.23913043478260865,0.7914798206278029,21,0.6904761904761905,0.48168249660786977,0.35,39,0.42307692307692313,0.45,0.15789473684210525,0.34782608695652173,0.6896551724137931,,36,77,0.468,14,36,0.389,14,25,0.56,10,39,21,3,5,14,25,MEM,0.31034482758620696
8,8,2018-11-04,@,PHO,L,100,102,36,0.12962962962962976,0.5432098765432097,7,0.17391304347826086,0.352017937219731,21,0.5714285714285714,0.6255088195386702,0.35,30,0.2692307692307693,0.65,0.15789473684210525,0.4347826086956521,0.41379310344827586,,33,64,0.516,14,32,0.438,22,26,0.846,5,37,25,7,3,24,27,MEM,0.0
9,9,2018-11-05,@,GSW,L,101,117,38,0.2592592592592593,0.49382716049382724,9,0.26086956521739124,0.41704035874439477,16,0.38095238095238093,0.6770691994572591,0.1,30,0.7307692307692307,0.4,0.42105263157894735,0.30434782608695654,0.3448275862068965,,41,81,0.506,13,24,0.542,22,23,0.957,8,46,29,4,4,13,25,MEM,0.1724137931034483
10,10,2018-11-07,,DEN,W,89,87,30,0.0185185185185186,0.4043209876543209,8,0.13043478260869562,0.524663677130045,21,0.47619047619047616,0.7829036635006783,0.30000000000000004,36,0.2692307692307693,0.35000000000000003,0.3684210526315789,0.608695652173913,0.44827586206896547,,32,82,0.39,8,32,0.25,15,19,0.789,13,41,19,9,3,16,22,MEM,0.2413793103448275
11,11,2018-11-10,,PHI,W,112,106,45,0.6296296296296295,0.42901234567901236,11,0.32608695652173914,0.4932735426008969,11,0.23809523809523805,0.6377204884667571,0.65,45,0.15384615384615385,0.45,0.15789473684210525,0.34782608695652173,0.3103448275862069,,44,85,0.518,8,31,0.258,10,16,0.625,8,48,27,10,6,23,20,MEM,0.31034482758620696
12,12,2018-11-12,,UTA,L,88,96,33,0.18518518518518512,0.37037037037037035,4,0.19565217391304346,0.044843049327354334,18,0.4285714285714285,0.7055630936227952,0.30000000000000004,42,0.2692307692307693,0.35000000000000003,0.47368421052631576,0.5652173913043478,0.6551724137931034,,32,82,0.39,9,32,0.281,23,30,0.767,13,49,19,7,6,15,25,MEM,0.4482758620689654
13,13,2018-11-14,@,MIL,W,116,113,42,0.2592592592592593,0.6419753086419754,14,0.4565217391304347,0.5426008968609866,18,0.45238095238095233,0.66078697421981,0.1,34,0.46153846153846156,0.4,0.21052631578947367,0.3913043478260869,0.37931034482758624,,41,81,0.506,9,35,0.257,22,27,0.815,9,44,22,5,8,16,22,MEM,0.31034482758620696
14,14,2018-11-16,,SAC,W,112,104,43,0.2962962962962963,0.6419753086419754,11,0.21739130434782605,0.6569506726457399,15,0.45238095238095233,0.49118046132971505,0.35,40,0.46153846153846156,0.55,0.2631578947368421,0.4347826086956521,0.4827586206896552,,37,80,0.463,12,33,0.364,18,24,0.75,9,42,23,9,2,21,24,MEM,0.34482758620689646
15,15,2018-11-18,@,MIN,W,100,87,35,0.2407407407407407,0.39814814814814803,12,0.28260869565217395,0.6322869955156951,18,0.47619047619047616,0.6200814111261872,0.4,43,0.5384615384615384,0.55,0.47368421052631576,0.3913043478260869,0.37931034482758624,,31,80,0.388,12,29,0.414,13,16,0.813,10,49,20,8,3,20,20,MEM,0.4137931034482759
16,16,2018-11-19,,DAL,W,98,88,37,0.18518518518518512,0.5246913580246914,12,0.32608695652173914,0.5672645739910316,12,0.21428571428571427,0.8059701492537312,0.15,45,0.6538461538461539,0.4,0.5789473684210527,0.5217391304347826,0.41379310344827586,,30,88,0.341,10,32,0.313,18,21,0.857,7,43,17,8,4,9,19,MEM,0.6551724137931035
17,17,2018-11-21,@,SAS,W,104,103,39,0.22222222222222232,0.5648148148148148,8,0.21739130434782605,0.3878923766816144,18,0.38095238095238093,0.8059701492537312,0.1,40,0.34615384615384615,0.2,0.3684210526315789,0.26086956521739124,0.5517241379310345,,35,82,0.427,7,22,0.318,26,30,0.867,10,43,21,4,5,8,20,MEM,0.5172413793103449
18,18,2018-11-23,@,LAC,L,107,112,42,0.42592592592592604,0.4907407407407408,9,0.26086956521739124,0.41704035874439477,14,0.30952380952380953,0.6987788331071914,0.20000000000000004,47,0.6538461538461539,0.30000000000000004,0.3684210526315789,0.5652173913043478,0.6896551724137931,,40,94,0.426,8,23,0.348,24,27,0.889,8,48,26,6,5,11,23,MEM,0.689655172413793
19,19,2018-11-25,,NYK,L,98,103,38,0.3148148148148149,0.44444444444444453,11,0.32608695652173914,0.4932735426008969,11,0.33333333333333326,0.42876526458616004,0.20000000000000004,41,0.576923076923077,0.25,1.0,0.1739130434782609,0.4827586206896552,,34,91,0.374,8,22,0.364,27,32,0.844,14,56,17,4,5,7,21,MEM,0.48275862068965514
20,20,2018-11-27,,TOR,L,114,122,43,0.2962962962962963,0.6419753086419754,10,0.30434782608695654,0.4439461883408072,18,0.38095238095238093,0.8059701492537312,0.45000000000000007,35,0.576923076923077,0.45,0.2631578947368421,0.4347826086956521,0.4827586206896552,,42,69,0.609,18,33,0.545,20,28,0.714,4,31,25,5,5,15,18,MEM,0.10344827586206895
21,21,2018-11-30,@,BRK,W,131,125,50,0.5925925925925926,0.6080246913580246,12,0.32608695652173914,0.5672645739910316,19,0.40476190476190466,0.8154681139755766,0.45000000000000007,45,0.576923076923077,0.4,0.3157894736842105,0.608695652173913,0.4827586206896552,,42,94,0.447,16,44,0.364,25,30,0.833,11,51,26,7,4,16,28,MEM,0.4482758620689654
22,22,2018-12-02,@,PHI,L,95,103,33,0.18518518518518512,0.37037037037037035,11,0.28260869565217395,0.5515695067264574,18,0.4285714285714285,0.7055630936227952,0.05000000000000002,35,0.2692307692307693,0.35000000000000003,0.3684210526315789,0.4782608695652174,0.5172413793103448,,36,74,0.486,8,22,0.364,23,30,0.767,3,44,22,5,2,16,20,MEM,0.3793103448275862
23,23,2018-12-05,,LAC,W,96,86,37,0.2962962962962963,0.4228395061728395,7,0.28260869565217395,0.2309417040358745,15,0.45238095238095233,0.49118046132971505,0.45000000000000007,49,0.23076923076923073,0.45,0.3157894736842105,0.5217391304347826,0.6206896551724137,,25,74,0.338,8,23,0.348,28,35,0.8,11,47,16,9,4,18,21,MEM,0.5862068965517241
24,24,2018-12-07,@,NOP,W,107,103,39,0.2592592592592593,0.530864197530864,8,0.08695652173913043,0.6143497757847534,21,0.5476190476190476,0.66078697421981,0.4,42,0.6923076923076924,0.5,0.3684210526315789,0.34782608695652173,0.5517241379310345,,38,84,0.452,7,29,0.241,20,24,0.833,10,42,25,5,5,18,25,MEM,0.3793103448275862
25,25,2018-12-08,,LAL,L,88,111,34,0.2777777777777777,0.33024691358024694,6,0.32608695652173914,0.11883408071748885,14,0.30952380952380953,0.6987788331071914,0.35,36,0.1923076923076923,0.65,0.3684210526315789,0.5217391304347826,0.3448275862068965,,43,97,0.443,16,40,0.4,9,12,0.75,19,57,27,11,6,18,22,MEM,0.2068965517241379
26,26,2018-12-10,@,DEN,L,99,105,37,0.09259259259259256,0.6234567901234568,9,0.26086956521739124,0.41704035874439477,16,0.2857142857142857,0.9199457259158752,0.20000000000000004,34,0.3846153846153847,0.35000000000000003,0.21052631578947367,0.4782608695652174,0.3448275862068965,,39,77,0.506,9,28,0.321,18,23,0.783,11,40,22,11,6,13,17,MEM,0.2413793103448275
27,27,2018-12-12,,POR,W,92,83,34,0.2407407407407407,0.36111111111111105,8,0.19565217391304346,0.41704035874439477,16,0.45238095238095233,0.548168249660787,0.35,51,0.2692307692307693,0.45,0.5263157894736842,0.3913043478260869,0.44827586206896547,,32,87,0.368,6,22,0.273,13,16,0.813,4,44,15,11,9,14,19,MEM,0.7241379310344828
28,28,2018-12-14,,MIA,L,97,100,35,0.2592592592592593,0.3827160493827161,8,0.30434782608695654,0.2892376681614351,19,0.47619047619047616,0.6743554952510176,0.4,34,0.34615384615384615,0.45,0.2631578947368421,0.1739130434782609,0.3103448275862069,,36,82,0.439,15,39,0.385,13,18,0.722,14,50,30,3,8,16,20,MEM,0.10344827586206895
29,29,2018-12-15,,HOU,L,97,105,40,0.11111111111111116,0.7253086419753086,5,0.17391304347826086,0.15695067264573997,12,0.2857142857142857,0.6010854816824965,0.20000000000000004,35,0.3076923076923077,0.4,0.3157894736842105,0.4782608695652174,0.44827586206896547,,35,73,0.479,13,37,0.351,22,25,0.88,6,36,23,5,2,12,22,MEM,0.27586206896551724
30,30,2018-12-17,@,GSW,L,93,110,36,0.18518518518518512,0.4876543209876544,7,0.21739130434782605,0.29820627802690597,14,0.30952380952380953,0.6987788331071914,0.0,41,0.46153846153846156,0.30000000000000004,0.21052631578947367,0.5652173913043478,0.4827586206896552,,37,85,0.435,12,31,0.387,24,27,0.889,6,42,23,10,5,10,19,MEM,0.6206896551724138
31,31,2018-12-19,@,POR,L,92,99,33,0.16666666666666674,0.3858024691358025,9,0.26086956521739124,0.41704035874439477,17,0.33333333333333326,0.8575305291723203,0.45000000000000007,36,0.3846153846153847,0.6000000000000001,0.5263157894736842,0.4782608695652174,0.41379310344827586,,35,75,0.467,11,26,0.423,18,20,0.9,12,43,16,9,4,21,23,MEM,0.13793103448275856
32,32,2018-12-21,@,SAC,L,99,102,37,0.20370370370370372,0.5092592592592594,16,0.3695652173913043,0.7914798206278029,9,0.11904761904761904,0.864314789687924,0.30000000000000004,44,0.46153846153846156,0.35000000000000003,0.42105263157894735,0.6521739130434782,0.5517241379310345,,33,88,0.375,15,41,0.366,21,29,0.724,12,42,25,10,5,9,15,MEM,0.5172413793103449
33,33,2018-12-23,@,LAL,W,107,99,42,0.38888888888888884,0.5216049382716049,14,0.23913043478260865,0.876681614349776,9,0.21428571428571427,0.5156037991858887,0.35,43,0.46153846153846156,0.45,0.3684210526315789,0.26086956521739124,0.37931034482758624,,37,75,0.493,10,30,0.333,15,22,0.682,6,41,27,6,8,16,16,MEM,0.4482758620689654
34,34,2018-12-26,,CLE,W,95,87,36,0.05555555555555558,0.6234567901234568,5,0.15217391304347827,0.17937219730941706,18,0.45238095238095233,0.66078697421981,0.05000000000000002,34,0.3846153846153847,0.35000000000000003,0.47368421052631576,0.3913043478260869,0.24137931034482757,,33,93,0.355,9,29,0.31,12,15,0.8,19,53,19,9,1,16,21,MEM,0.34482758620689646
35,35,2018-12-29,,BOS,L,103,112,36,0.12962962962962976,0.5432098765432097,7,0.23913043478260865,0.27354260089686105,24,0.5714285714285714,0.7666214382632293,0.30000000000000004,36,0.46153846153846156,0.55,0.10526315789473684,0.5652173913043478,0.44827586206896547,,40,80,0.5,16,36,0.444,16,18,0.889,7,36,29,10,4,17,24,MEM,0.2413793103448275
36,36,2018-12-31,@,HOU,L,101,113,38,0.2407407407407407,0.5092592592592594,6,0.21739130434782605,0.2085201793721973,19,0.5952380952380951,0.5020352781546812,0.20000000000000004,39,0.46153846153846156,0.55,0.21052631578947367,0.30434782608695654,0.7586206896551724,,31,70,0.443,18,41,0.439,33,45,0.733,7,46,19,5,4,13,25,MEM,0.4137931034482759
37,37,2019-01-02,,DET,L,94,101,36,0.16666666666666674,0.506172839506173,4,0.06521739130434778,0.16816143497757852,18,0.38095238095238093,0.8059701492537312,0.30000000000000004,44,0.34615384615384615,0.1,0.2631578947368421,0.34782608695652173,0.44827586206896547,,36,83,0.434,16,40,0.4,13,22,0.591,7,42,23,7,3,7,17,MEM,0.5172413793103449
38,38,2019-01-04,,BRK,L,100,109,42,0.4444444444444444,0.47530864197530864,5,0.19565217391304346,0.1367713004484305,11,0.23809523809523805,0.6377204884667571,0.30000000000000004,40,0.42307692307692313,0.45,0.2631578947368421,0.4347826086956521,0.5172413793103448,,36,79,0.456,13,34,0.382,24,26,0.923,8,45,25,6,2,20,19,MEM,0.3793103448275862
39,39,2019-01-05,@,SAS,L,88,108,31,0.2407407407407407,0.24691358024691368,11,0.28260869565217395,0.5515695067264574,15,0.33333333333333326,0.7137042062415198,0.30000000000000004,42,0.34615384615384615,0.6000000000000001,0.15789473684210525,0.7391304347826086,0.6896551724137931,,36,73,0.493,7,22,0.318,29,35,0.829,3,43,26,10,3,15,19,MEM,0.4482758620689654
40,40,2019-01-07,@,NOP,L,95,114,35,0.16666666666666674,0.46604938271604934,10,0.32608695652173914,0.41704035874439477,15,0.30952380952380953,0.7734056987788331,0.20000000000000004,36,0.6153846153846155,0.25,0.3684210526315789,0.6521739130434782,0.4827586206896552,,44,79,0.557,6,17,0.353,20,29,0.69,5,40,27,13,4,14,18,MEM,0.31034482758620696
41,41,2019-01-09,,SAS,W,96,86,37,0.38888888888888884,0.3487654320987653,8,0.3913043478260869,0.21300448430493274,14,0.3571428571428571,0.592944369063772,0.35,52,0.3846153846153847,0.30000000000000004,0.42105263157894735,0.26086956521739124,0.44827586206896547,,30,83,0.361,11,27,0.407,15,23,0.652,8,53,14,4,2,13,19,MEM,0.7586206896551725
42,42,2019-01-12,@,MIA,L,108,112,39,0.22222222222222232,0.5648148148148148,9,0.30434782608695654,0.36547085201793733,21,0.5238095238095237,0.6987788331071914,0.4,38,0.23076923076923073,0.45,0.3157894736842105,0.30434782608695654,0.41379310344827586,,40,80,0.5,15,31,0.484,17,24,0.708,10,38,25,7,4,14,23,MEM,0.2413793103448275
43,43,2019-01-14,@,HOU,L,94,112,36,0.03703703703703698,0.6450617283950618,10,0.15217391304347827,0.6905829596412558,12,0.40476190476190466,0.3826322930800543,0.35,43,0.7307692307692307,0.25,0.2631578947368421,0.9130434782608695,0.37931034482758624,,37,84,0.44,18,48,0.375,20,22,0.909,7,36,17,12,3,13,20,MEM,0.4482758620689654
44,44,2019-01-16,,MIL,L,101,111,37,0.4814814814814814,0.2808641975308642,10,0.34782608695652173,0.3946188340807176,17,0.47619047619047616,0.5658073270013569,0.55,48,0.6538461538461539,0.55,0.47368421052631576,0.4782608695652174,0.20689655172413796,,40,84,0.476,12,34,0.353,19,22,0.864,5,50,27,9,8,15,25,MEM,0.48275862068965514
45,45,2019-01-18,@,BOS,L,116,122,41,0.42592592592592604,0.45679012345679004,16,0.4347826086956521,0.6950672645739913,18,0.3571428571428571,0.864314789687924,0.35,39,0.8076923076923078,0.55,0.2631578947368421,0.26086956521739124,0.44827586206896547,,44,86,0.512,17,38,0.447,17,22,0.773,10,52,29,5,9,17,20,MEM,0.31034482758620696
46,46,2019-01-19,@,TOR,L,90,119,34,0.20370370370370372,0.39197530864197516,10,0.30434782608695654,0.4439461883408072,12,0.23809523809523805,0.7286295793758482,0.4,42,0.34615384615384615,0.35000000000000003,0.15789473684210525,0.9130434782608695,0.13793103448275862,,44,90,0.489,17,36,0.472,14,16,0.875,8,37,31,19,8,10,17,MEM,0.3793103448275862
47,47,2019-01-21,,NOP,L,85,105,33,0.35185185185185186,0.23765432098765438,9,0.4347826086956521,0.24663677130044853,10,0.2857142857142857,0.44097693351424694,0.4,35,0.34615384615384615,0.5,0.05263157894736842,0.34782608695652173,0.3448275862068965,,39,74,0.527,9,26,0.346,18,26,0.692,7,50,19,8,7,19,17,MEM,0.13793103448275856
48,48,2019-01-23,,CHO,L,107,118,38,0.22222222222222232,0.5277777777777778,9,0.34782608695652173,0.32062780269058294,22,0.45238095238095233,0.8873812754409769,0.20000000000000004,38,0.5,0.4,0.15789473684210525,0.30434782608695654,0.5517241379310345,,41,77,0.532,12,30,0.4,24,31,0.774,5,37,23,8,2,9,19,MEM,0.3793103448275862
49,49,2019-01-25,,SAC,L,96,99,34,0.20370370370370372,0.39197530864197516,6,0.10869565217391303,0.34304932735426014,22,0.5238095238095237,0.7489823609226594,0.35,44,0.3846153846153847,0.65,0.2631578947368421,0.5652173913043478,0.44827586206896547,,37,91,0.407,12,33,0.364,13,17,0.765,12,49,23,11,5,17,25,MEM,0.48275862068965514
50,50,2019-01-26,,IND,W,106,103,39,0.20370370370370372,0.5864197530864198,9,0.28260869565217395,0.39013452914798213,19,0.5476190476190476,0.5644504748982362,0.30000000000000004,36,0.6538461538461539,0.4,0.2631578947368421,0.3913043478260869,0.5172413793103448,,32,74,0.432,9,27,0.333,30,36,0.833,7,40,20,7,5,17,26,MEM,0.2413793103448275
51,51,2019-01-28,,DEN,L,92,95,35,0.16666666666666674,0.46604938271604934,9,0.3695652173913043,0.3004484304932737,13,0.33333333333333326,0.57123473541384,0.35,42,0.5384615384615384,0.25,0.3684210526315789,0.6956521739130435,0.44827586206896547,,37,84,0.44,8,36,0.222,13,14,0.929,9,37,17,10,2,15,18,MEM,0.4137931034482759
52,52,2019-01-30,@,MIN,L,97,99,36,0.33333333333333326,0.3580246913580246,6,0.17391304347826086,0.2556053811659194,19,0.40476190476190466,0.8154681139755766,0.6000000000000001,51,0.34615384615384615,0.15000000000000002,0.3684210526315789,0.6521739130434782,0.6206896551724137,,37,95,0.389,8,35,0.229,17,22,0.773,11,41,25,12,3,10,24,MEM,0.5517241379310344
53,53,2019-02-01,@,CHO,L,92,100,35,0.20370370370370372,0.4320987654320988,9,0.30434782608695654,0.36547085201793733,13,0.2857142857142857,0.6811397557666214,0.35,40,0.42307692307692313,0.4,0.15789473684210525,0.34782608695652173,0.44827586206896547,,32,73,0.438,12,29,0.414,24,28,0.857,6,40,15,6,7,12,17,MEM,0.34482758620689646
54,54,2019-02-03,@,NYK,W,96,84,37,0.40740740740740744,0.3364197530864196,9,0.23913043478260865,0.4461883408071749,13,0.30952380952380953,0.6227951153324287,0.4,49,0.5,0.4,0.21052631578947367,0.1739130434782609,0.37931034482758624,,28,74,0.378,12,40,0.3,16,22,0.727,6,45,20,4,6,15,16,MEM,0.6206896551724138
55,55,2019-02-05,,MIN,W,108,106,36,0.3148148148148149,0.3734567901234568,15,0.4130434782608695,0.6591928251121077,21,0.5714285714285714,0.6255088195386702,0.5000000000000001,39,0.23076923076923073,0.55,0.3157894736842105,0.21739130434782608,0.3103448275862069,,39,87,0.448,9,29,0.31,19,20,0.95,16,55,26,4,4,15,23,MEM,0.2068965517241379
56,56,2019-02-07,@,OKC,L,95,117,34,0.14814814814814814,0.44444444444444453,7,0.19565217391304346,0.3251121076233184,20,0.4285714285714285,0.8236092265943011,0.30000000000000004,45,0.2692307692307693,0.45,0.21052631578947367,0.9130434782608695,0.41379310344827586,,43,90,0.478,17,44,0.386,14,22,0.636,11,44,29,17,2,11,25,MEM,0.5517241379310344
57,57,2019-02-09,,NOP,W,99,90,38,0.35185185185185186,0.4135802469135802,8,0.30434782608695654,0.2892376681614351,15,0.30952380952380953,0.7734056987788331,0.4,45,0.576923076923077,0.30000000000000004,0.10526315789473684,0.30434782608695654,0.5172413793103448,,34,86,0.395,6,33,0.182,16,27,0.593,17,52,25,6,5,15,22,MEM,0.48275862068965514
58,58,2019-02-12,,SAS,L,107,108,44,0.37037037037037046,0.6049382716049382,8,0.19565217391304346,0.41704035874439477,11,0.26190476190476186,0.5766621438263229,0.30000000000000004,48,0.5,0.25,0.3157894736842105,0.3913043478260869,0.4827586206896552,,36,86,0.419,13,21,0.619,23,29,0.793,10,43,23,6,5,7,14,MEM,0.6551724137931035
59,59,2019-02-13,@,CHI,L,110,122,43,0.37037037037037046,0.5709876543209876,11,0.34782608695652173,0.4663677130044844,13,0.2857142857142857,0.6811397557666214,0.20000000000000004,32,0.8076923076923078,0.45,0.2631578947368421,0.21739130434782608,0.3448275862068965,,45,80,0.563,8,20,0.4,24,29,0.828,9,46,28,2,3,14,19,MEM,0.1724137931034483
60,60,2019-02-22,,LAC,L,106,112,33,0.38888888888888884,0.2129629629629629,9,0.3695652173913043,0.3004484304932737,31,0.738095238095238,0.8113975576662145,0.45000000000000007,39,0.3076923076923077,0.5,0.3157894736842105,0.34782608695652173,0.7586206896551724,,35,75,0.467,6,25,0.24,36,42,0.857,7,49,21,8,4,23,30,MEM,0.2413793103448275
61,61,2019-02-23,@,CLE,L,107,112,40,0.38888888888888884,0.4506172839506174,5,0.21739130434782605,0.11883408071748885,22,0.5476190476190476,0.7096336499321574,0.65,43,0.23076923076923073,0.35000000000000003,0.3157894736842105,0.3913043478260869,0.41379310344827586,,39,88,0.443,16,42,0.381,18,23,0.783,14,52,25,6,3,18,26,MEM,0.2413793103448275
62,62,2019-02-25,,LAL,W,110,105,41,0.4444444444444444,0.4413580246913581,9,0.4565217391304347,0.2309417040358745,19,0.4285714285714285,0.7639077340569878,0.65,57,0.3076923076923077,0.35000000000000003,0.2631578947368421,0.4782608695652174,0.41379310344827586,,40,89,0.449,10,27,0.37,15,20,0.75,10,46,25,8,5,17,28,MEM,0.7241379310344828
