season,week,date,time_et,neutral,away,home,score_away,score_home,first_downs_away,first_downs_home,first_downs_from_passing_away,first_downs_from_passing_home,first_downs_from_rushing_away,first_downs_from_rushing_home,first_downs_from_penalty_away,first_downs_from_penalty_home,third_down_comp_away,third_down_att_away,third_down_comp_home,third_down_att_home,fourth_down_comp_away,fourth_down_att_away,fourth_down_comp_home,fourth_down_att_home,plays_away,plays_home,drives_away,drives_home,yards_away,yards_home,pass_comp_away,pass_att_away,pass_yards_away,pass_comp_home,pass_att_home,pass_yards_home,sacks_num_away,sacks_yards_away,sacks_num_home,sacks_yards_home,rush_att_away,rush_yards_away,rush_att_home,rush_yards_home,pen_num_away,pen_yards_away,pen_num_home,pen_yards_home,redzone_comp_away,redzone_att_away,redzone_comp_home,redzone_att_home,fumbles_away,fumbles_home,interceptions_away,interceptions_home,def_st_td_away,def_st_td_home,possession_away,possession_home
2022,1,2022-09-11,1:00 PM,False,Saints,Falcons,27,26,18,26,12,8,5,13,1,5,4,13,5,13,0,0,0,0,57,71,12,13,385,416,23,34,234,20,33,215,4,35,0,0,19,151,38,201,8,99,8,55,3,3,2,4,1,2,0,0,0,0,26:16,33:44
2022,1,2022-09-11,1:00 PM,False,Eagles,Lions,38,35,27,23,12,12,13,9,2,2,10,17,9,14,2,3,1,1,72,66,10,11,455,386,18,32,239,21,37,205,1,4,1,10,39,216,28,181,10,61,7,65,4,5,4,4,0,0,0,1,1,0,31:34,28:26
2022,1,2022-09-11,4:25 PM,False,Chiefs,Cardinals,44,21,33,18,22,12,7,6,4,0,5,8,3,12,1,1,3,4,66,63,10,11,488,282,30,39,360,24,38,179,0,0,3,26,27,128,22,103,3,25,5,49,6,6,3,3,1,0,0,0,0,0,34:42,25:18
2022,1,2022-09-11,4:25 PM,False,Raiders,Chargers,19,24,18,18,17,12,1,5,0,1,5,11,6,14,1,2,0,1,56,65,11,11,320,355,22,37,256,26,34,279,6,39,0,0,13,64,31,76,3,11,5,21,2,3,2,3,0,0,3,0,0,0,27:28,32:32
2022,1,2022-09-11,4:25 PM,False,Giants,Titans,21,20,19,19,7,13,11,2,1,4,2,10,3,11,1,1,0,0,58,60,12,11,394,359,17,21,156,20,33,266,5,32,1,0,32,238,26,93,8,45,7,50,2,3,2,3,1,1,1,0,0,0,28:54,31:06
2022,1,2022-09-11,4:25 PM,False,Packers,Vikings,7,23,21,19,13,12,8,7,0,0,3,9,4,13,0,2,1,1,61,61,11,10,338,395,26,39,227,23,32,269,4,33,1,8,18,111,28,126,2,10,3,20,1,3,1,3,1,0,1,0,0,0,28:37,31:23
2022,1,2022-09-11,8:20 PM,False,Buccaneers,Cowboys,19,3,18,12,9,8,9,4,0,0,5,14,3,15,0,0,2,5,62,64,11,11,347,244,18,27,195,21,42,173,2,17,4,25,33,152,18,71,5,25,10,73,1,3,0,0,0,0,1,1,0,0,32:42,27:18
2022,1,2022-09-12,8:15 PM,False,Broncos,Seahawks,16,17,20,19,13,9,5,3,2,7,8,15,6,11,0,1,0,1,64,49,8,8,433,253,29,42,330,23,28,177,2,10,2,18,20,103,19,76,12,106,5,77,0,4,0,2,2,1,0,0,0,0,33:39,26:21
2022,2,2022-09-15,8:15 PM,False,Chargers,Chiefs,24,27,21,15,15,11,5,2,1,2,5,16,4,12,4,4,0,0,74,54,12,11,401,319,33,48,326,24,35,226,2,8,1,9,24,75,18,93,3,25,6,54,3,5,1,3,0,0,1,0,0,1,33:37,26:23
2022,2,2022-09-18,1:00 PM,False,Dolphins,Ravens,42,38,27,23,22,13,5,6,0,4,7,11,3,10,2,2,1,3,69,54,11,11,547,473,36,50,461,21,29,318,1,8,0,0,18,86,25,155,8,51,1,5,4,4,2,3,0,0,2,0,0,1,34:47,25:13
2022,2,2022-09-18,1:00 PM,False,Colts,Jaguars,0,24,9,21,6,14,3,6,0,1,2,10,6,15,0,2,2,3,48,67,11,11,218,331,16,30,164,25,30,235,5,31,0,0,13,54,37,96,5,30,3,19,0,2,2,2,0,0,3,0,0,0,21:45,38:15
2022,2,2022-09-18,1:00 PM,False,Panthers,Giants,16,19,18,18,7,8,7,8,4,2,2,12,6,18,1,1,1,1,54,70,11,12,275,265,14,29,129,22,34,162,2,16,3,14,23,146,33,103,5,38,8,62,1,4,1,3,2,0,0,0,0,0,24:03,35:57
2022,2,2022-09-18,1:00 PM,False,Patriots,Steelers,17,14,18,16,10,11,8,5,0,0,9,17,8,15,0,0,0,0,66,58,10,9,376,243,21,35,252,21,33,152,0,0,3,16,31,124,22,91,7,55,3,20,1,3,1,2,0,1,1,1,0,0,33:36,26:24
2022,2,2022-09-18,1:00 PM,False,Commanders,Lions,27,36,21,17,15,12,6,5,0,0,7,15,4,13,1,2,0,2,72,61,14,14,396,425,30,46,308,20,34,234,5,29,3,22,21,88,24,191,2,17,1,5,3,3,4,6,0,0,1,0,0,0,32:03,27:57
2022,2,2022-09-18,1:00 PM,False,Jets,Browns,31,30,20,29,16,15,3,12,1,2,8,15,8,12,1,1,0,0,67,65,11,10,402,405,27,45,309,22,27,221,2,15,1,8,20,93,37,184,8,57,5,38,3,4,4,5,1,0,0,1,0,0,27:46,32:14
2022,2,2022-09-18,1:00 PM,False,Buccaneers,Saints,20,10,13,18,8,9,1,6,4,3,5,17,4,13,0,1,0,1,65,66,13,13,260,308,18,34,188,25,40,208,1,2,6,28,30,72,20,100,8,101,9,60,0,1,1,2,1,2,0,3,1,0,29:42,30:18
2022,2,2022-09-18,4:05 PM,False,Falcons,Rams,27,31,17,24,11,16,4,6,2,2,3,10,6,10,1,2,0,1,56,63,10,10,261,337,17,26,171,27,36,272,3,25,1,0,27,90,26,65,5,29,3,61,2,4,4,5,1,1,2,2,1,0,29:36,30:24
2022,2,2022-09-18,4:05 PM,False,Seahawks,49ers,7,27,14,25,10,8,3,11,1,6,2,7,6,15,0,0,2,3,47,70,9,10,216,373,24,31,180,15,24,184,2,17,1,0,14,36,45,189,10,106,1,26,0,1,2,5,1,0,2,0,1,0,21:40,38:20
2022,2,2022-09-18,4:25 PM,False,Bengals,Cowboys,17,20,19,19,13,11,3,7,3,1,6,17,3,10,1,1,1,1,67,59,10,10,254,337,24,36,165,19,31,230,6,34,1,5,25,89,27,107,7,35,5,45,1,1,2,2,0,1,0,0,0,0,33:48,26:12
2022,2,2022-09-18,4:25 PM,False,Texans,Broncos,9,16,15,20,6,11,7,5,2,4,2,13,3,12,1,3,1,1,59,65,11,11,234,350,19,38,154,14,31,201,3,23,3,18,18,80,31,149,8,94,13,100,0,1,0,2,0,0,0,1,0,0,27:27,32:33
2022,2,2022-09-18,4:25 PM,False,Cardinals,Raiders,29,23,28,20,13,14,11,4,4,2,3,13,6,11,3,5,0,0,78,61,9,9,413,324,31,49,270,25,39,244,1,7,1,8,28,143,21,80,12,120,10,68,3,4,2,4,0,1,1,0,1,0,36:22,29:47
2022,2,2022-09-18,8:20 PM,False,Bears,Packers,10,27,11,26,2,10,9,13,0,3,1,7,5,9,0,1,0,0,41,66,9,9,228,414,7,11,48,19,25,211,3,22,3,23,27,180,38,203,7,50,3,25,1,2,3,5,0,1,1,0,0,0,22:45,37:15
2022,2,2022-09-19,7:15 PM,False,Titans,Bills,7,41,12,23,6,13,5,6,1,4,4,12,5,13,1,1,2,3,53,65,11,11,187,414,12,24,107,26,40,313,2,16,1,4,27,80,24,101,9,87,8,49,1,1,3,5,2,0,2,0,0,1,28:26,31:34
2022,2,2022-09-19,8:30 PM,False,Vikings,Eagles,7,24,20,25,16,13,3,10,1,2,4,12,7,13,0,0,0,0,59,68,10,10,264,486,27,46,202,26,31,323,2,19,3,10,11,62,34,163,5,25,8,60,1,4,1,2,0,0,3,1,0,0,23:46,36:14
2022,3,2022-09-22,8:15 PM,False,Steelers,Browns,17,29,20,22,10,12,9,10,1,0,1,9,6,16,0,0,3,4,55,71,11,10,308,376,20,32,204,21,31,205,1,3,2,15,22,104,38,171,5,25,5,24,2,3,3,4,1,0,0,0,0,1,23:51,36:09
2022,3,2022-09-25,1:00 PM,False,Texans,Bears,20,23,17,17,9,5,6,12,2,0,3,12,6,14,1,1,0,0,57,62,11,12,329,363,20,32,237,8,17,82,1,8,5,24,24,92,40,281,3,25,6,32,2,4,2,3,0,0,2,2,0,0,28:38,31:22
2022,3,2022-09-25,1:00 PM,False,Raiders,Titans,22,24,24,19,14,13,7,6,3,0,1,12,5,10,3,3,0,1,65,55,9,10,396,361,27,45,300,19,27,252,1,7,1,12,19,96,27,109,6,44,7,85,2,6,3,3,0,0,1,1,0,0,30:45,29:15
2022,3,2022-09-25,1:00 PM,False,Chiefs,Colts,17,20,20,19,12,12,6,5,2,2,3,10,6,15,1,2,1,3,60,69,10,11,315,259,20,36,257,27,37,177,1,5,5,45,23,58,27,82,6,45,4,34,2,4,2,3,1,1,1,0,0,0,26:28,33:32
2022,3,2022-09-25,1:00 PM,False,Bills,Dolphins,19,21,31,15,21,8,9,4,1,3,11,18,3,8,2,3,0,0,90,39,9,8,497,212,42,63,382,13,20,171,4,18,2,15,23,115,17,41,7,52,4,20,2,4,3,3,1,0,0,0,0,0,40:40,19:20
2022,3,2022-09-25,1:00 PM,False,Lions,Vikings,24,28,23,30,14,16,6,9,3,5,3,16,2,9,4,6,1,2,76,67,12,13,416,373,25,41,277,24,41,250,0,0,1,10,35,139,25,123,7,59,3,15,3,3,3,3,0,1,1,0,0,0,34:04,25:56
2022,3,2022-09-25,1:00 PM,False,Ravens,Patriots,37,26,19,22,11,12,8,10,0,0,5,11,2,9,0,0,1,2,59,63,12,12,394,447,18,29,206,22,32,302,4,12,3,19,26,188,28,145,2,10,3,16,5,5,3,5,1,1,1,3,0,0,30:36,29:24
2022,3,2022-09-25,1:00 PM,False,Bengals,Jets,27,12,20,19,12,13,6,4,2,2,7,14,7,18,0,1,0,3,66,76,12,12,330,328,23,36,261,28,52,252,2,14,4,33,28,69,20,76,5,30,4,55,2,4,0,2,1,2,0,2,0,0,32:24,27:36
2022,3,2022-09-25,1:00 PM,False,Eagles,Commanders,24,8,21,20,16,11,3,5,2,4,5,15,6,17,2,3,0,2,68,74,13,12,400,240,22,35,328,25,43,153,3,12,9,58,30,72,22,87,5,52,4,48,2,4,1,3,0,1,0,0,0,0,27:06,32:54
2022,3,2022-09-25,1:00 PM,False,Saints,Panthers,14,22,19,12,14,5,4,7,1,0,5,13,4,14,0,0,0,1,64,59,13,13,426,293,25,41,342,12,25,148,1,11,3,22,22,84,31,145,7,58,4,40,2,4,0,1,1,0,2,0,0,1,29:50,30:10
2022,3,2022-09-25,4:05 PM,False,Jaguars,Chargers,38,10,25,16,16,13,8,2,1,1,8,15,5,13,2,3,0,2,75,58,11,10,413,312,28,39,262,25,45,286,0,0,1,11,36,151,12,26,2,10,7,54,3,6,1,3,0,1,0,1,0,0,38:27,21:33
2022,3,2022-09-25,4:25 PM,False,Packers,Buccaneers,14,12,14,19,11,15,3,1,0,3,6,15,2,11,0,0,1,1,61,59,12,12,315,285,27,35,248,31,42,251,1,7,3,20,25,67,14,34,8,65,6,40,2,3,1,1,1,2,1,0,0,0,33:25,26:35
2022,3,2022-09-25,4:25 PM,False,Rams,Cardinals,20,12,15,23,10,15,5,8,0,0,3,8,6,18,0,0,4,5,46,81,10,9,339,365,18,25,239,37,58,295,1,10,2,19,20,100,21,70,6,35,6,50,1,3,0,2,1,0,0,0,0,0,26:04,33:56
2022,3,2022-09-25,4:25 PM,False,Falcons,Seahawks,27,23,24,23,13,15,8,8,3,0,4,7,9,17,0,0,2,3,54,69,9,8,386,420,13,20,207,32,44,308,3,22,2,17,31,179,23,112,2,15,6,47,3,4,2,5,1,0,1,1,0,0,28:14,31:46
2022,3,2022-09-25,8:20 PM,False,49ers,Broncos,10,11,13,14,9,8,3,5,1,1,1,10,6,19,0,0,0,0,52,70,14,14,267,261,18,29,179,20,33,160,4,32,4,24,19,88,33,101,7,40,5,30,1,1,1,1,2,0,1,0,0,0,25:31,34:29
2022,3,2022-09-26,8:15 PM,False,Cowboys,Giants,23,16,23,22,12,8,9,10,2,4,5,13,3,11,1,1,0,1,61,67,11,10,391,336,21,31,215,20,37,169,0,0,5,27,30,176,25,167,8,70,8,57,2,4,0,0,0,0,0,1,0,0,32:42,27:18
2022,4,2022-09-29,8:15 PM,False,Dolphins,Bengals,15,27,20,16,13,11,3,4,4,1,2,10,8,15,0,1,0,1,60,63,11,12,378,371,22,37,293,21,32,304,1,10,1,6,22,85,30,67,6,41,6,74,1,3,2,3,0,0,2,0,0,0,28:25,31:35
2022,4,2022-10-02,9:30 AM,True,Vikings,Saints,28,25,23,19,15,11,3,8,5,0,5,14,4,10,1,1,1,1,67,57,11,10,344,338,26,39,263,20,28,227,3,23,2,9,25,81,27,111,5,35,10,102,2,5,3,3,0,2,1,0,0,0,32:13,27:47
2022,4,2022-10-02,1:00 PM,False,Jaguars,Eagles,21,29,13,25,9,8,3,14,1,3,2,7,4,15,0,1,3,5,46,77,11,12,219,401,11,23,148,16,25,191,4,26,2,13,19,71,50,210,4,38,3,20,2,3,4,6,4,0,1,1,1,0,20:09,39:51
2022,4,2022-10-02,1:00 PM,False,Chargers,Texans,34,24,22,16,15,11,5,2,2,3,8,16,4,12,1,2,0,2,67,53,12,12,419,346,27,39,338,26,35,215,1,2,4,31,27,81,14,131,6,61,9,67,3,5,2,3,1,0,0,2,0,0,31:39,28:21
2022,4,2022-10-02,1:00 PM,False,Jets,Steelers,24,20,19,20,12,11,5,7,2,2,6,15,6,12,1,1,1,1,67,60,11,12,348,297,19,37,250,17,26,178,1,4,3,26,29,98,31,119,7,64,8,55,3,3,2,2,0,0,2,4,0,0,29:59,30:01
2022,4,2022-10-02,1:00 PM,False,Bears,Giants,12,20,16,21,6,5,7,14,3,2,5,15,6,14,0,0,0,0,60,61,12,11,304,333,11,22,155,9,16,71,6,19,1,11,32,149,44,262,5,65,7,55,0,3,1,2,3,1,0,1,0,0,28:43,31:17
2022,4,2022-10-02,1:00 PM,False,Bills,Ravens,23,20,22,22,14,7,7,13,1,2,4,11,6,13,1,1,1,2,62,64,10,10,326,296,19,36,201,20,29,134,1,12,2,10,25,125,33,162,4,31,9,70,2,3,2,4,1,0,1,2,0,0,21:50,38:10
2022,4,2022-10-02,1:00 PM,False,Seahawks,Lions,48,45,27,27,14,19,12,6,1,2,9,12,4,10,0,0,3,3,63,66,9,11,555,520,23,30,320,27,40,375,0,0,1,9,33,235,25,145,11,76,8,59,3,4,4,4,1,1,0,1,1,0,33:06,26:54
2022,4,2022-10-02,1:00 PM,False,Commanders,Cowboys,10,25,17,15,10,9,6,2,1,4,5,15,5,15,0,2,0,0,71,57,13,13,297,279,25,42,155,15,27,217,2,15,1,6,27,142,29,62,11,136,4,20,1,3,1,3,0,0,2,0,0,0,33:06,26:54
2022,4,2022-10-02,1:00 PM,False,Titans,Colts,24,17,19,21,9,17,6,3,4,1,5,12,7,13,0,0,0,0,52,63,10,9,243,365,17,21,116,27,37,327,3,21,3,29,28,127,23,38,6,40,7,50,3,3,2,3,0,2,0,1,0,0,26:03,33:57
2022,4,2022-10-02,1:00 PM,False,Browns,Falcons,20,23,22,19,9,6,13,11,0,2,5,14,3,9,2,3,0,0,71,55,10,11,403,333,21,35,226,7,19,131,1,8,1,8,35,177,35,202,7,51,1,15,1,3,2,4,1,0,1,1,0,0,35:44,24:16
2022,4,2022-10-02,4:05 PM,False,Cardinals,Panthers,26,16,20,11,10,8,8,3,2,0,6,15,2,10,0,2,1,3,70,51,12,11,338,220,23,32,206,22,36,180,1,1,2,17,37,132,13,40,7,61,6,76,2,5,1,1,0,1,1,2,0,1,38:35,21:25
2022,4,2022-10-02,4:25 PM,False,Patriots,Packers,24,27,17,24,6,12,10,10,1,2,3,11,6,14,0,0,1,1,58,71,11,14,271,443,15,21,104,21,35,244,4,32,1,7,33,167,35,199,7,75,4,40,1,2,3,4,1,1,0,1,1,0,33:11,36:49
2022,4,2022-10-02,4:25 PM,False,Broncos,Raiders,23,32,12,25,7,11,5,14,0,0,3,11,7,14,1,2,0,0,48,74,11,11,299,385,17,25,214,21,34,173,3,23,2,15,20,85,38,212,7,50,4,25,2,3,2,5,1,0,0,0,0,1,25:08,34:52
2022,4,2022-10-02,8:20 PM,False,Chiefs,Buccaneers,41,31,27,27,17,23,8,2,2,2,12,17,6,10,0,1,0,0,77,59,11,11,417,376,23,37,228,39,52,373,3,21,1,12,37,189,6,3,4,32,5,40,5,6,4,4,0,2,1,0,0,0,38:38,21:22
2022,4,2022-10-03,8:15 PM,False,Rams,49ers,9,24,21,13,16,9,3,4,2,0,5,15,5,12,2,2,0,1,73,49,10,9,257,327,32,48,200,16,27,239,7,54,0,0,18,57,22,88,1,5,4,25,0,3,0,1,1,0,1,0,0,1,34:34,25:26
2022,5,2022-10-06,8:15 PM,False,Colts,Broncos,12,9,19,18,14,11,4,6,1,1,4,16,2,15,0,0,1,2,73,71,13,14,306,375,26,41,200,21,39,250,6,51,4,24,26,106,28,125,8,64,7,49,0,2,0,4,0,0,2,2,0,0,34:36,32:51
2022,5,2022-10-09,9:30 AM,True,Giants,Packers,27,22,24,22,12,15,8,5,4,2,6,11,4,10,0,1,0,1,59,61,8,9,338,301,21,27,213,25,39,207,1,4,2,15,31,125,20,94,6,63,7,37,3,4,2,3,0,0,0,0,0,0,32:11,27:49
2022,5,2022-10-09,1:00 PM,False,Texans,Jaguars,13,6,15,22,6,15,7,6,2,1,5,13,6,14,0,0,0,3,56,73,10,10,248,422,16,24,132,25,47,286,1,8,0,0,31,116,26,136,4,25,6,48,1,1,0,3,0,0,0,2,0,0,31:47,28:13
2022,5,2022-10-09,1:00 PM,False,Titans,Commanders,21,17,15,17,6,11,7,4,2,2,4,14,1,11,1,1,1,2,62,58,12,12,241,385,15,25,136,25,38,342,5,45,3,17,32,105,17,43,8,69,9,71,3,3,0,1,0,0,0,1,0,0,32:40,27:20
2022,5,2022-10-09,1:00 PM,False,Falcons,Buccaneers,15,21,19,26,7,17,10,7,2,2,6,14,9,16,1,1,0,1,61,75,9,10,261,420,14,25,110,35,52,351,5,37,0,0,31,151,23,69,6,55,6,45,2,2,2,5,0,0,0,0,0,0,30:34,29:26
2022,5,2022-10-09,1:00 PM,False,Dolphins,Jets,17,40,19,21,8,9,8,8,3,4,4,11,5,11,0,2,0,1,62,56,12,13,295,322,19,34,158,14,21,187,2,8,2,23,26,137,33,135,11,102,5,105,2,3,5,6,1,0,1,0,0,0,29:02,30:58
2022,5,2022-10-09,1:00 PM,False,Steelers,Bills,3,38,23,21,19,15,2,4,2,2,5,15,5,9,0,3,0,0,72,54,11,13,364,552,34,52,310,22,36,432,3,17,0,0,17,54,18,120,6,54,5,28,0,4,1,4,1,1,1,1,0,0,36:08,23:52
2022,5,2022-10-09,1:00 PM,False,Lions,Patriots,0,29,17,22,9,11,6,7,2,4,4,12,3,9,0,6,0,0,64,56,10,9,312,364,19,35,211,17,21,188,2,18,0,0,27,101,35,176,7,82,6,46,0,3,0,4,1,0,1,1,0,1,28:31,31:29
2022,5,2022-10-09,1:00 PM,False,Bears,Vikings,22,29,14,29,9,18,4,10,1,1,4,10,12,15,1,1,0,0,47,74,8,9,271,429,15,21,193,33,42,312,2,15,1,7,24,78,31,117,6,40,7,70,2,2,4,4,1,0,0,1,0,0,23:16,36:44
2022,5,2022-10-09,1:00 PM,False,Chargers,Browns,30,28,26,27,13,15,9,11,4,1,3,10,4,10,0,2,0,1,69,65,11,10,465,443,22,34,227,21,34,230,1,1,0,0,34,238,31,213,4,17,6,65,2,5,3,4,0,0,0,1,0,0,29:58,30:02
2022,5,2022-10-09,1:00 PM,False,Seahawks,Saints,32,39,15,26,9,9,4,14,2,3,1,9,8,14,0,1,0,0,49,74,13,14,396,438,16,25,245,17,25,203,3,23,1,6,21,151,48,235,12,85,6,57,0,1,3,3,1,1,0,1,0,0,22:25,37:35
2022,5,2022-10-09,4:05 PM,False,49ers,Panthers,37,15,22,15,12,10,9,4,1,1,7,12,3,15,0,0,3,5,61,65,11,11,397,308,18,30,244,25,42,244,2,9,6,31,29,153,17,64,9,50,5,33,4,4,1,3,1,0,0,1,1,0,30:18,29:42
2022,5,2022-10-09,4:25 PM,False,Eagles,Cardinals,20,17,24,23,12,16,12,7,0,0,6,13,8,14,1,1,1,1,71,69,9,9,357,363,26,36,218,28,42,239,2,21,1,11,33,139,26,124,3,30,2,15,2,4,1,2,0,0,0,1,0,0,34:39,25:21
2022,5,2022-10-09,4:25 PM,False,Cowboys,Rams,22,10,10,14,4,10,6,2,0,2,5,15,6,17,0,0,1,1,53,64,12,12,239,323,10,16,76,29,44,285,3,26,5,35,34,163,15,38,5,42,3,25,0,2,0,2,0,2,0,1,1,0,29:30,30:30
2022,5,2022-10-09,8:20 PM,False,Bengals,Ravens,17,19,20,22,10,7,7,13,3,2,4,10,5,11,0,1,0,1,59,61,9,10,291,325,24,35,190,19,32,170,3,27,1,4,21,101,28,155,4,20,6,48,2,3,1,3,0,0,1,1,0,0,30:01,29:59
2022,5,2022-10-10,8:15 PM,False,Raiders,Chiefs,29,30,18,29,6,18,9,7,3,4,5,12,7,12,1,2,0,0,56,69,9,10,378,368,19,30,223,29,43,265,2,18,3,27,24,155,23,103,11,99,5,72,1,1,4,4,0,0,0,0,0,0,28:53,31:07
2022,6,2022-10-13,8:15 PM,False,Commanders,Bears,12,7,14,20,5,9,7,9,2,2,2,11,5,13,0,0,1,4,53,69,11,10,214,391,12,22,86,14,27,154,3,13,5,36,28,128,37,237,7,36,4,42,1,2,0,3,0,1,0,1,0,0,27:48,32:12
2022,6,2022-10-16,1:00 PM,False,49ers,Falcons,14,28,21,18,15,7,4,10,2,1,3,8,9,14,0,1,0,0,57,56,10,8,346,289,29,41,296,13,14,121,0,0,2,8,16,50,40,168,5,30,5,40,2,3,3,3,1,0,2,0,0,1,26:35,33:25
2022,6,2022-10-16,1:00 PM,False,Patriots,Browns,38,15,20,16,14,12,3,2,3,2,7,14,4,15,0,0,3,5,65,67,14,12,399,328,24,34,301,21,45,258,2,8,4,8,29,98,18,70,12,92,7,63,3,5,1,2,1,2,0,2,0,0,35:05,24:55
2022,6,2022-10-16,1:00 PM,False,Jets,Packers,27,10,14,15,4,9,9,3,1,3,1,11,4,16,0,0,1,4,53,69,12,13,278,278,10,18,99,28,45,218,2,11,4,36,33,179,20,60,7,79,7,42,0,2,0,1,0,1,0,0,1,0,28:48,31:12
2022,6,2022-10-16,1:00 PM,False,Jaguars,Colts,27,34,25,29,8,22,13,4,4,3,5,10,10,15,1,2,0,0,59,74,10,9,379,434,20,22,136,42,58,389,4,29,0,0,33,243,16,45,4,44,7,52,3,3,3,4,1,0,0,0,0,0,31:11,28:49
2022,6,2022-10-16,1:00 PM,False,Vikings,Dolphins,24,16,11,23,7,18,2,5,2,0,2,12,4,14,0,0,1,2,50,73,15,14,234,458,20,30,156,30,47,385,3,19,6,33,17,78,20,73,2,20,10,97,2,3,2,2,0,1,0,2,0,0,24:31,35:29
2022,6,2022-10-16,1:00 PM,False,Bengals,Saints,30,26,21,22,13,12,7,9,1,1,6,10,8,17,0,0,0,1,54,71,10,10,348,399,28,37,273,19,36,171,3,27,1,7,14,75,34,228,3,30,4,34,3,3,1,5,1,0,0,0,0,0,27:46,32:14
2022,6,2022-10-16,1:00 PM,False,Ravens,Giants,20,24,23,18,13,11,10,5,0,2,4,10,7,14,0,0,0,0,58,62,9,10,406,238,17,32,195,19,27,155,2,15,4,18,24,211,31,83,10,74,3,25,1,3,3,5,1,1,1,0,0,0,28:08,31:52
2022,6,2022-10-16,1:00 PM,False,Buccaneers,Steelers,18,20,20,15,11,11,7,3,2,1,4,14,7,15,2,2,1,1,68,61,10,10,304,270,25,40,229,20,30,193,2,14,2,18,26,75,29,77,6,42,7,45,1,4,2,3,0,0,0,0,0,0,30:01,29:59
2022,6,2022-10-16,4:05 PM,False,Panthers,Rams,10,24,8,22,5,16,3,5,0,1,2,10,6,12,0,0,0,0,44,63,10,11,203,360,13,21,110,26,33,249,2,9,1,4,21,93,29,111,3,30,7,49,0,1,3,4,0,0,1,1,1,0,22:55,37:05
2022,6,2022-10-16,4:05 PM,False,Cardinals,Seahawks,9,19,15,19,10,10,5,7,0,2,4,16,4,14,1,5,0,1,71,66,11,12,315,296,23,37,171,20,31,160,6,51,5,37,28,144,30,136,6,53,6,44,0,2,1,5,1,1,1,0,1,0,30:44,29:16
2022,6,2022-10-16,4:25 PM,False,Bills,Chiefs,24,20,26,23,18,16,7,4,1,3,4,11,4,11,1,3,1,1,72,61,10,10,443,387,27,40,318,25,40,319,1,11,3,19,31,125,18,68,7,35,5,58,2,4,1,2,1,0,0,2,0,0,31:28,28:32
2022,6,2022-10-16,8:20 PM,False,Cowboys,Eagles,17,26,21,22,12,9,8,9,1,4,4,10,6,14,0,1,1,1,64,68,10,11,315,268,18,38,181,15,25,132,0,0,4,23,26,134,39,136,10,72,2,10,2,3,3,4,0,0,3,0,0,0,25:30,34:30
2022,6,2022-10-17,8:15 PM,False,Broncos,Chargers,16,19,13,24,8,10,3,7,2,7,4,14,11,22,0,0,1,3,55,83,11,12,258,297,15,28,160,37,57,224,4,28,2,14,23,98,24,73,10,151,9,89,0,1,1,4,1,0,0,1,0,0,28:33,38:49
2022,7,2022-10-20,8:15 PM,False,Saints,Cardinals,34,42,25,21,17,9,7,9,1,3,6,13,3,10,1,1,1,1,71,60,12,10,494,326,32,49,409,20,29,189,0,0,2,15,22,85,29,137,8,49,4,20,3,5,3,4,0,0,3,0,0,2,29:02,30:58
2022,7,2022-10-23,1:00 PM,False,Falcons,Bengals,17,35,13,29,5,22,7,5,1,2,4,10,7,11,0,0,0,1,45,66,9,9,214,537,8,13,107,34,42,459,3,17,3,22,29,107,21,78,3,22,5,17,1,1,2,3,0,0,0,0,0,0,26:55,33:05
2022,7,2022-10-23,1:00 PM,False,Lions,Cowboys,6,24,18,21,11,10,6,8,1,3,3,9,3,9,0,0,0,0,56,59,11,11,312,330,21,26,195,19,25,191,5,33,2,16,25,117,32,139,8,59,7,55,0,1,3,4,3,1,2,0,0,0,31:14,28:46
2022,7,2022-10-23,1:00 PM,False,Colts,Titans,10,19,17,16,12,6,5,8,0,2,4,13,5,12,1,1,0,0,64,57,10,10,292,254,33,44,227,13,20,116,3,16,2,16,17,65,35,138,4,28,2,15,1,1,0,2,1,1,2,0,0,1,28:27,31:33
2022,7,2022-10-23,1:00 PM,False,Packers,Commanders,21,23,16,22,10,11,2,8,4,3,0,6,7,16,0,1,0,0,47,72,10,11,232,364,23,35,194,20,33,198,0,0,1,3,12,38,38,166,9,69,7,54,1,1,1,4,1,0,0,1,1,0,22:53,37:07
2022,7,2022-10-23,1:00 PM,False,Buccaneers,Panthers,3,21,17,14,14,8,3,5,0,1,2,12,4,12,1,3,0,0,66,50,11,10,322,343,32,49,276,16,22,170,1,14,1,7,16,46,27,173,4,30,3,15,0,1,1,1,0,0,0,0,0,0,30:36,29:24
2022,7,2022-10-23,1:00 PM,False,Giants,Jaguars,23,17,27,27,11,15,13,7,3,5,6,12,6,13,0,1,2,4,70,65,8,9,436,452,19,30,200,22,44,310,1,2,0,0,39,236,21,142,8,67,13,81,1,5,2,5,0,1,0,0,0,0,34:10,25:50
2022,7,2022-10-23,1:00 PM,False,Browns,Ravens,20,23,18,17,8,5,8,11,2,1,2,11,7,15,1,1,2,2,56,63,10,10,336,254,22,27,223,9,16,94,5,35,3,26,24,113,44,160,6,45,3,53,2,4,2,4,2,1,0,0,0,0,25:56,34:04
