season,week,date,time_et,neutral,away,home,score_away,score_home,first_downs_away,first_downs_home,first_downs_from_passing_away,first_downs_from_passing_home,first_downs_from_rushing_away,first_downs_from_rushing_home,first_downs_from_penalty_away,first_downs_from_penalty_home,third_down_comp_away,third_down_att_away,third_down_comp_home,third_down_att_home,fourth_down_comp_away,fourth_down_att_away,fourth_down_comp_home,fourth_down_att_home,plays_away,plays_home,drives_away,drives_home,yards_away,yards_home,pass_comp_away,pass_att_away,pass_yards_away,pass_comp_home,pass_att_home,pass_yards_home,sacks_num_away,sacks_yards_away,sacks_num_home,sacks_yards_home,rush_att_away,rush_yards_away,rush_att_home,rush_yards_home,pen_num_away,pen_yards_away,pen_num_home,pen_yards_home,redzone_comp_away,redzone_att_away,redzone_comp_home,redzone_att_home,fumbles_away,fumbles_home,interceptions_away,interceptions_home,def_st_td_away,def_st_td_home,possession_away,possession_home
2020,Wildcard,2021-01-09,8:15 PM,False,Buccaneers,Commanders,31,23,26,23,18,15,7,7,1,1,6,14,7,14,0,0,0,1,72,69,12,12,507,375,22,40,365,26,44,289,3,16,2,17,29,142,23,86,3,24,2,25,1,5,3,4,1,0,0,1,0,0,31:12,28:48
2020,Wildcard,2021-01-10,1:05 PM,False,Ravens,Titans,20,13,22,12,8,9,13,1,1,2,7,13,4,12,0,0,1,1,64,49,10,9,401,209,17,24,165,18,26,158,5,14,1,7,35,236,22,51,5,60,2,10,1,3,1,2,0,0,1,1,0,0,33:38,26:22
2020,Wildcard,2021-01-10,4:40 PM,False,Bears,Saints,9,21,11,27,8,14,3,8,0,5,1,10,11,17,0,1,0,1,49,75,10,9,239,385,19,29,191,28,39,262,1,8,1,3,19,48,35,123,9,50,4,20,1,2,3,4,0,1,0,0,0,0,21:02,38:58
2020,Wildcard,2021-01-10,8:15 PM,False,Browns,Steelers,48,37,20,34,12,29,8,5,0,0,6,14,8,15,0,0,3,3,65,84,13,14,390,553,21,34,263,47,68,501,0,0,0,0,31,127,16,52,3,20,4,25,3,5,4,4,0,1,0,4,1,0,27:14,32:46
2020,Division,2021-01-16,4:35 PM,False,Rams,Packers,18,32,17,28,11,15,6,12,0,1,2,8,8,12,0,1,0,0,50,72,8,9,244,484,21,27,148,23,36,296,4,26,0,0,19,96,36,188,3,35,3,22,2,3,3,5,0,0,0,0,0,0,23:48,36:12
2020,Division,2021-01-16,8:15 PM,False,Ravens,Bills,3,17,19,17,7,14,11,1,1,2,7,17,4,13,0,2,0,0,73,55,10,10,340,220,20,37,190,23,37,188,4,32,2,18,32,150,16,32,8,59,2,11,0,3,1,2,0,0,1,0,0,1,35:33,24:27
2020,Division,2021-01-17,3:05 PM,False,Browns,Chiefs,17,22,21,24,11,16,8,7,2,1,6,13,5,10,3,3,2,2,60,63,8,8,308,438,23,37,196,27,38,315,1,8,1,6,22,112,24,123,3,25,7,55,2,2,2,5,1,0,1,1,0,0,29:23,30:37
2020,Division,2021-01-17,6:40 PM,False,Buccaneers,Saints,30,20,20,20,13,7,7,8,0,5,8,17,6,11,1,1,0,0,69,60,11,10,316,294,18,33,189,20,35,190,1,10,0,0,35,127,25,104,7,62,5,34,3,6,1,2,0,1,0,3,0,0,31:31,28:29
2020,Conference,2021-01-24,3:05 PM,False,Buccaneers,Packers,31,26,19,23,12,19,4,3,3,1,9,14,8,14,1,1,0,0,61,69,11,11,351,381,20,36,275,33,48,314,1,5,5,32,24,76,16,67,2,8,4,30,2,2,2,4,0,1,3,1,0,0,25:23,34:37
2020,Conference,2021-01-24,6:40 PM,False,Bills,Chiefs,24,38,24,29,14,19,7,8,3,2,5,14,6,10,2,2,1,1,70,64,10,9,363,439,28,48,234,29,38,325,4,53,1,0,18,129,25,114,4,38,3,32,2,5,5,6,0,1,1,0,0,0,28:51,31:09
2020,Superbowl,2021-02-07,6:30 PM,True,Chiefs,Buccaneers,9,31,22,26,12,12,7,8,3,6,3,13,4,12,1,3,0,1,69,63,11,11,350,340,26,49,243,21,29,195,3,27,1,6,17,107,33,145,11,120,4,39,0,3,3,5,0,0,2,0,0,0,28:37,31:23
2021,1,2021-09-09,8:20 PM,False,Cowboys,Buccaneers,29,31,30,24,21,22,4,1,5,1,9,17,5,11,0,0,0,0,77,64,13,13,451,431,42,58,391,32,50,379,1,12,0,0,18,60,14,52,8,55,11,106,1,4,3,5,0,2,1,2,0,0,34:27,25:33
2021,1,2021-09-12,1:00 PM,False,Jaguars,Texans,21,37,20,22,13,13,5,6,2,3,3,11,12,21,1,1,0,0,68,75,14,14,395,449,28,51,319,21,33,289,1,13,1,2,16,76,41,160,10,82,5,50,1,1,4,6,0,0,3,0,0,0,24:56,35:04
2021,1,2021-09-12,1:00 PM,False,Jets,Panthers,14,19,16,18,10,14,4,4,2,0,4,13,4,14,1,2,0,1,60,63,12,12,252,381,20,37,207,24,35,270,6,51,1,9,17,45,27,111,5,30,6,38,1,1,1,4,0,1,1,0,0,0,28:40,31:20
2021,1,2021-09-12,1:00 PM,False,Chargers,Commanders,20,16,27,15,20,6,6,6,1,3,14,19,3,10,0,0,1,1,78,49,9,9,424,259,31,47,334,14,21,133,2,3,1,2,29,90,27,126,6,94,8,57,2,6,1,2,1,1,1,0,0,0,36:03,23:57
2021,1,2021-09-12,1:00 PM,False,Cardinals,Titans,38,13,22,17,13,12,7,5,2,0,7,13,5,14,0,0,1,3,67,64,12,12,416,248,21,32,280,22,36,162,2,9,6,56,33,136,22,86,8,59,7,57,4,5,2,2,0,2,1,1,0,0,33:21,26:39
2021,1,2021-09-12,1:00 PM,False,Seahawks,Colts,28,16,18,23,12,14,6,8,0,1,4,9,5,13,0,0,0,3,53,71,10,11,381,336,18,23,241,25,38,223,3,13,3,28,27,140,30,113,7,53,2,16,2,2,2,4,1,1,0,0,0,0,24:13,35:47
2021,1,2021-09-12,1:00 PM,False,Vikings,Bengals,24,27,24,20,16,12,5,7,3,1,6,16,3,14,2,2,2,3,75,68,13,13,403,366,37,50,336,20,27,217,3,26,5,44,22,67,36,149,12,116,3,15,2,2,2,3,1,0,0,0,0,0,35:09,34:51
2021,1,2021-09-12,1:00 PM,False,Steelers,Bills,23,16,16,22,9,13,4,8,3,1,4,12,8,18,0,0,1,3,55,79,11,11,252,371,18,32,177,30,51,254,2,11,3,16,21,75,25,117,5,32,8,81,1,3,1,4,0,1,0,0,1,0,26:43,33:17
2021,1,2021-09-12,1:00 PM,False,Eagles,Falcons,32,6,24,19,13,8,10,7,1,4,6,13,3,14,0,2,1,3,67,64,11,12,434,260,27,35,261,21,35,136,1,3,3,28,31,173,26,124,14,89,12,99,3,3,0,2,0,0,0,0,0,0,31:02,28:58
2021,1,2021-09-12,1:00 PM,False,49ers,Lions,41,33,21,31,13,19,6,8,2,4,3,9,4,15,0,0,2,5,55,84,12,14,442,430,18,26,311,38,57,314,1,8,3,24,28,131,24,116,7,79,5,45,2,2,3,3,2,0,0,1,1,0,26:33,33:27
2021,1,2021-09-12,4:25 PM,False,Browns,Chiefs,29,33,24,21,14,17,9,4,1,0,2,7,9,13,3,4,0,0,56,61,9,9,457,397,21,28,304,27,36,324,2,17,2,13,26,153,23,73,5,30,5,36,4,4,3,5,1,0,1,0,0,0,27:13,32:47
2021,1,2021-09-12,4:25 PM,False,Dolphins,Patriots,17,16,16,24,9,14,7,8,0,2,4,11,11,16,0,0,0,0,52,70,9,8,259,393,16,27,185,29,39,268,2,17,1,13,23,74,30,125,5,28,8,84,2,2,1,4,0,2,1,0,0,0,23:17,36:43
2021,1,2021-09-12,4:25 PM,False,Packers,Saints,3,38,14,22,9,10,2,11,3,1,1,10,5,10,2,3,2,2,52,60,9,9,229,322,20,35,186,15,21,151,2,15,0,0,15,43,39,171,5,33,6,36,0,2,4,4,1,0,2,0,0,0,25:24,34:36
2021,1,2021-09-12,4:25 PM,False,Broncos,Giants,27,13,24,19,17,13,4,3,3,3,7,15,6,12,3,3,1,3,66,59,8,9,420,314,28,36,255,22,37,254,2,9,2,13,28,165,20,60,5,51,4,48,2,5,1,3,1,1,0,0,0,0,35:08,24:52
2021,1,2021-09-12,8:20 PM,False,Bears,Rams,14,34,24,18,13,13,10,4,1,1,5,11,6,11,0,4,1,1,69,50,8,9,322,386,29,40,188,20,26,312,3,28,1,9,26,134,23,74,3,35,4,36,2,3,2,4,1,0,1,0,0,0,35:14,24:46
2021,1,2021-09-13,8:15 PM,False,Ravens,Raiders,27,33,20,26,11,17,8,6,1,3,3,12,7,15,1,2,0,1,67,80,13,14,406,491,19,30,217,34,56,409,3,18,3,26,34,189,21,82,5,71,10,62,2,2,3,6,2,0,0,1,0,0,32:14,34:08
2021,2,2021-09-16,8:20 PM,False,Giants,Commanders,29,30,21,25,10,13,7,8,4,4,4,12,4,13,0,0,2,2,64,69,11,11,391,407,22,32,228,34,46,320,4,21,1,16,28,163,22,87,11,81,9,80,1,3,3,4,0,0,0,1,0,0,31:44,28:16
2021,2,2021-09-19,1:00 PM,False,Saints,Panthers,7,26,6,28,3,18,2,4,1,6,2,11,8,15,0,2,0,0,43,73,12,12,128,383,11,22,80,26,38,294,4,31,2,11,17,48,33,89,11,115,5,49,1,1,2,3,0,0,2,1,0,0,21:28,38:32
2021,2,2021-09-19,1:00 PM,False,Rams,Colts,27,24,21,22,15,13,6,8,0,1,3,9,5,11,0,1,0,1,60,65,10,10,371,354,19,30,270,22,36,245,1,8,3,27,29,101,26,109,2,15,3,25,3,5,1,4,1,0,1,2,0,1,28:28,31:32
2021,2,2021-09-19,1:00 PM,False,Raiders,Steelers,26,17,22,17,17,13,4,3,1,1,5,13,5,12,1,1,0,1,64,56,10,11,425,331,28,37,373,27,40,292,2,9,2,3,25,52,14,39,5,40,5,43,1,3,1,1,0,0,0,1,0,0,34:22,25:38
2021,2,2021-09-19,1:00 PM,False,Broncos,Jaguars,23,13,22,12,11,6,9,3,2,3,2,11,4,11,2,2,1,1,67,50,11,10,398,189,26,34,302,14,33,114,3,26,1,4,30,96,16,75,10,101,7,70,2,4,0,0,0,0,0,2,0,1,38:52,21:08
2021,2,2021-09-19,1:00 PM,False,49ers,Eagles,17,11,23,18,9,7,10,8,4,3,6,14,5,12,1,1,0,1,68,55,9,9,306,328,22,30,189,12,24,177,0,0,2,13,38,117,29,151,5,60,8,57,2,2,1,2,0,0,0,0,0,0,34:54,25:06
2021,2,2021-09-19,1:00 PM,False,Texans,Browns,21,31,17,22,10,10,5,11,2,1,8,14,4,9,0,0,0,0,58,57,9,10,302,355,18,29,220,19,21,199,1,7,2,14,28,82,34,156,9,78,5,62,2,2,2,3,1,1,1,1,0,0,24:55,35:05
2021,2,2021-09-19,1:00 PM,False,Bills,Dolphins,35,0,21,13,8,9,10,2,3,2,7,13,8,18,1,1,0,4,64,70,13,12,314,216,17,33,171,25,44,145,1,8,6,37,30,143,20,71,6,53,9,83,4,4,0,3,1,2,1,1,0,0,28:26,31:34
2021,2,2021-09-19,1:00 PM,False,Patriots,Jets,25,6,17,18,9,6,6,9,2,3,3,12,5,13,0,0,1,3,57,68,11,12,260,336,22,30,159,19,33,184,3,27,4,26,24,101,31,152,6,54,8,77,1,3,0,2,0,0,0,4,0,0,27:52,32:08
2021,2,2021-09-19,1:00 PM,False,Bengals,Bears,17,20,14,16,10,7,2,6,2,3,6,13,6,15,0,1,0,1,55,61,11,10,248,206,19,30,179,15,24,83,5,28,3,33,20,69,34,123,4,57,8,70,1,1,1,3,1,0,3,1,0,1,28:39,31:21
2021,2,2021-09-19,4:05 PM,False,Vikings,Cardinals,33,34,22,21,10,16,11,5,1,0,2,10,3,9,0,0,1,1,60,60,11,12,419,474,22,32,242,29,36,371,1,2,3,29,27,177,21,103,3,16,5,40,2,3,3,4,0,0,0,2,1,0,28:08,31:52
2021,2,2021-09-19,4:05 PM,False,Falcons,Buccaneers,25,48,19,21,15,14,2,5,2,2,6,15,4,12,1,4,1,2,69,60,14,12,348,341,35,48,293,24,36,259,1,7,3,17,20,55,21,82,6,49,9,83,3,4,4,5,0,1,3,0,0,2,33:31,26:29
2021,2,2021-09-19,4:25 PM,False,Cowboys,Chargers,20,17,25,24,13,13,11,7,1,4,6,10,5,12,0,1,1,1,60,62,8,7,419,408,23,27,221,31,41,313,2,16,2,25,31,198,19,95,8,76,12,99,2,3,1,4,0,0,1,2,0,0,29:03,30:57
2021,2,2021-09-19,4:25 PM,False,Titans,Seahawks,33,30,33,17,16,10,11,5,6,2,6,14,4,12,0,1,0,0,83,52,13,12,532,397,27,40,320,22,31,320,3,27,3,23,40,212,18,77,5,45,10,100,2,6,2,3,1,0,0,0,0,0,42:33,22:42
2021,2,2021-09-19,8:20 PM,False,Chiefs,Ravens,35,36,22,31,18,11,2,18,2,2,1,6,6,11,0,0,1,1,49,68,10,11,405,481,24,31,343,18,26,230,0,0,1,9,18,62,41,251,5,46,8,55,1,1,4,4,1,0,1,2,1,0,24:01,35:59
2021,2,2021-09-20,8:15 PM,False,Lions,Packers,17,35,19,25,11,16,7,5,1,4,4,9,5,9,0,2,0,0,56,61,9,10,344,323,26,36,236,22,27,227,1,10,3,28,19,108,31,96,9,78,5,50,2,2,4,4,1,0,1,0,0,0,26:35,33:25
2021,3,2021-09-23,8:20 PM,False,Panthers,Texans,24,9,28,14,15,10,10,2,3,2,5,11,1,9,0,1,0,1,70,49,10,9,407,193,23,34,290,19,28,151,3,14,4,17,33,117,17,42,8,64,7,51,3,5,1,1,0,0,0,0,0,0,35:45,24:15
2021,3,2021-09-26,1:00 PM,False,Commanders,Bills,21,43,13,29,8,20,3,8,2,1,2,11,9,15,1,2,0,1,50,77,12,12,290,481,14,24,212,33,44,359,1,0,0,0,25,78,33,122,5,38,5,30,2,2,4,6,1,0,2,0,0,0,24:23,35:37
2021,3,2021-09-26,1:00 PM,False,Bears,Browns,6,26,6,26,2,13,2,11,2,2,1,11,8,17,0,1,1,3,42,78,11,11,47,418,6,20,1,19,31,203,9,67,5,43,13,46,42,215,5,44,7,98,0,1,1,4,0,0,0,0,0,0,20:26,39:34
2021,3,2021-09-26,1:00 PM,False,Ravens,Lions,19,17,15,22,10,13,5,7,0,2,1,10,3,10,1,1,0,0,57,60,10,10,387,285,16,31,271,22,31,192,4,16,2,25,22,116,27,93,6,69,7,35,1,2,2,3,0,0,1,0,0,0,27:27,32:33
2021,3,2021-09-26,1:00 PM,False,Colts,Titans,16,25,19,24,8,11,7,10,4,3,3,12,6,12,2,2,1,1,57,65,9,9,265,368,19,37,178,18,27,188,2,16,1,9,18,87,37,180,4,66,4,24,1,3,3,5,0,1,0,2,0,0,25:54,34:06
2021,3,2021-09-26,1:00 PM,False,Chargers,Chiefs,30,24,21,33,16,17,3,12,2,4,4,11,6,10,1,1,0,0,61,76,10,10,352,437,26,38,275,27,44,251,1,6,2,9,22,77,30,186,8,50,6,56,4,5,3,4,0,2,0,2,0,0,27:29,32:31
2021,3,2021-09-26,1:00 PM,False,Saints,Patriots,28,13,19,16,9,10,10,5,0,1,6,13,7,19,0,0,2,3,62,70,12,12,252,300,13,21,110,30,51,251,3,18,2,19,38,142,17,49,2,15,4,30,3,4,0,1,0,0,0,3,1,0,32:48,27:12
2021,3,2021-09-26,1:00 PM,False,Falcons,Giants,17,14,18,21,12,12,3,7,3,2,5,13,7,14,0,0,0,0,59,64,10,10,296,346,27,36,227,24,35,246,3,16,2,20,20,69,27,100,4,28,8,53,2,2,1,3,1,1,0,0,0,0,28:09,31:51
2021,3,2021-09-26,1:00 PM,False,Bengals,Steelers,24,10,12,21,7,16,4,2,1,3,3,9,9,19,0,0,0,2,42,77,12,11,268,342,14,18,172,38,58,297,0,0,4,21,24,96,15,45,10,89,10,73,2,2,1,3,0,0,1,2,0,0,24:38,35:22
2021,3,2021-09-26,1:00 PM,False,Cardinals,Jaguars,31,19,23,20,14,10,8,9,1,1,1,9,2,11,2,2,1,1,64,66,11,12,407,361,28,34,316,22,34,202,0,0,3,17,30,91,29,159,7,58,4,40,3,4,2,4,0,2,1,2,1,1,32:54,27:06
2021,3,2021-09-26,4:05 PM,False,Dolphins,Raiders,28,31,22,28,13,18,5,7,4,3,6,18,8,15,3,4,0,1,78,81,11,13,330,497,32,49,197,26,43,357,2,18,3,29,27,133,35,140,8,68,8,104,1,1,3,4,0,0,0,1,1,0,31:13,38:47
2021,3,2021-09-26,4:05 PM,False,Jets,Broncos,0,26,11,23,10,10,1,9,0,4,4,13,4,11,0,2,0,0,53,64,11,11,162,343,19,35,119,19,25,223,5,41,2,12,13,43,37,120,8,89,6,50,0,0,2,5,0,1,2,0,0,0,24:13,35:47
2021,3,2021-09-26,4:25 PM,False,Buccaneers,Rams,24,34,27,22,24,16,3,5,0,1,6,13,10,15,1,2,0,0,71,63,10,10,446,407,41,55,411,27,38,331,3,21,1,12,13,35,24,76,7,41,1,4,3,4,3,4,0,0,0,0,0,0,29:50,30:10
2021,3,2021-09-26,4:25 PM,False,Seahawks,Vikings,17,30,21,28,14,20,6,7,1,1,3,8,9,14,0,1,0,0,52,73,9,8,389,453,23,32,283,30,38,313,2,15,1,10,18,106,34,140,4,35,4,40,1,1,3,6,0,0,0,0,0,0,24:07,35:53
2021,3,2021-09-26,8:20 PM,False,Packers,49ers,30,28,21,26,13,15,5,6,3,5,5,11,7,11,0,1,0,0,59,65,10,10,353,298,23,33,253,25,40,231,1,8,4,26,25,100,21,67,7,87,4,86,3,5,4,4,0,1,0,1,0,0,30:08,29:52
2021,3,2021-09-27,8:15 PM,False,Eagles,Cowboys,21,41,12,27,11,14,1,9,0,4,4,12,6,12,0,2,1,2,53,71,12,13,367,380,25,39,303,21,26,220,2,23,4,18,12,64,41,160,13,86,4,37,2,2,4,5,0,1,2,0,1,1,25:02,34:58
2021,4,2021-09-30,8:20 PM,False,Jaguars,Bengals,21,24,21,21,8,16,12,4,1,1,6,12,5,9,1,2,0,0,55,55,8,9,341,420,17,24,202,25,32,342,1,2,1,6,30,139,22,78,2,10,6,38,3,4,1,2,0,0,0,0,0,0,28:45,31:15
2021,4,2021-10-03,1:00 PM,False,Colts,Dolphins,27,17,20,13,9,10,9,2,2,1,6,15,3,11,1,1,2,2,67,49,10,10,349,203,24,32,210,20,30,168,2,18,3,31,33,139,16,35,8,86,5,32,2,4,2,2,1,2,0,0,0,0,37:09,22:51
2021,4,2021-10-03,1:00 PM,False,Chiefs,Eagles,42,30,31,30,16,19,12,9,3,2,9,10,6,12,0,0,1,2,63,70,8,8,471,461,24,30,271,32,48,358,1,7,3,29,32,200,19,103,7,46,9,49,5,5,3,6,0,0,1,0,0,0,30:52,29:08
2021,4,2021-10-03,1:00 PM,False,Titans,Jets,24,27,30,16,17,11,10,4,3,1,5,19,6,14,2,3,0,0,93,60,13,13,430,355,30,49,253,21,34,289,7,45,1,8,37,177,25,66,8,98,6,65,2,5,2,4,0,0,0,1,0,0,40:42,29:03
2021,4,2021-10-03,1:00 PM,False,Giants,Saints,27,21,21,21,17,12,4,9,0,0,4,11,8,13,0,0,0,1,60,65,11,10,485,405,28,40,402,19,26,235,0,0,0,0,20,83,39,170,3,25,5,35,1,3,3,3,0,0,1,1,0,0,27:35,37:31
2021,4,2021-10-03,1:00 PM,False,Browns,Vikings,14,7,20,16,9,10,10,4,1,2,7,18,5,16,0,1,1,3,74,63,11,12,327,255,15,33,143,20,38,190,3,12,2,13,38,184,23,65,7,73,7,42,1,2,1,1,0,0,0,1,0,0,35:32,24:28
2021,4,2021-10-03,1:00 PM,False,Panthers,Cowboys,28,36,24,24,13,10,9,12,2,2,4,13,3,9,3,3,1,1,68,56,11,11,379,433,26,39,266,14,22,188,5,35,0,0,24,113,34,245,6,32,7,50,4,4,3,3,0,0,2,0,0,0,33:36,26:24
2021,4,2021-10-03,1:00 PM,False,Lions,Bears,14,24,23,20,15,5,4,13,4,2,4,11,1,8,1,3,1,1,67,57,9,10,351,373,24,38,261,11,17,185,4,38,1,24,25,90,39,188,4,26,7,61,1,5,3,4,2,0,0,1,0,0,31:17,28:43
2021,4,2021-10-03,1:00 PM,False,Texans,Bills,0,40,6,26,4,12,2,12,0,2,1,9,5,12,1,2,1,2,42,72,12,12,109,450,11,21,61,21,31,251,3,26,1,5,18,48,40,199,10,100,3,30,0,1,3,7,1,0,4,1,0,0,21:45,38:15
2021,4,2021-10-03,1:00 PM,False,Commanders,Falcons,34,30,26,24,16,15,8,6,2,3,4,9,10,16,1,2,0,0,62,71,10,10,412,374,23,33,290,25,42,275,1,0,1,8,28,122,28,99,6,85,7,36,2,3,3,4,0,0,0,0,1,0,29:18,30:42
2021,4,2021-10-03,4:05 PM,False,Cardinals,Rams,37,20,27,24,11,13,15,8,1,3,8,13,6,11,0,0,0,1,75,64,10,10,465,401,24,32,249,26,41,280,3,19,0,0,40,216,23,121,7,63,5,36,3,5,2,4,0,1,0,1,0,0,35:10,24:50
2021,4,2021-10-03,4:05 PM,False,Seahawks,49ers,28,21,14,23,6,15,7,7,1,1,2,10,2,14,0,0,3,4,54,72,14,13,234,457,16,23,129,23,41,314,3,20,2,8,28,105,29,143,5,27,8,78,4,4,1,1,0,1,0,1,0,0,28:19,31:41
2021,4,2021-10-03,4:25 PM,False,Ravens,Broncos,23,7,20,15,14,9,6,5,0,1,7,17,3,14,0,0,0,0,70,59,13,12,406,254,22,37,304,19,37,148,3,12,5,30,30,102,17,106,6,55,4,25,1,3,1,2,0,0,0,1,0,0,33:07,26:53
2021,4,2021-10-03,4:25 PM,False,Steelers,Packers,17,27,17,23,11,13,5,9,1,1,4,11,9,15,0,2,0,1,58,72,11,11,282,367,26,40,220,20,36,236,2,12,3,12,16,62,33,131,5,34,3,25,1,1,2,4,1,1,1,0,0,0,25:19,34:41
2021,4,2021-10-03,8:20 PM,False,Buccaneers,Patriots,19,17,22,20,12,16,8,1,2,3,9,19,2,9,0,0,0,0,74,54,11,11,381,294,22,43,261,33,42,295,1,8,4,25,30,120,8,-1,7,74,8,77,1,4,2,3,0,1,0,1,0,0,33:55,26:05
2021,4,2021-10-04,8:50 PM,False,Raiders,Chargers,14,28,13,25,8,13,2,11,3,1,4,13,4,13,1,3,2,3,56,75,12,12,213,380,21,34,165,25,39,212,4,31,2,10,18,48,34,168,7,58,7,105,2,2,4,5,0,0,1,0,0,0,25:17,34:43
2021,5,2021-10-07,8:20 PM,False,Rams,Seahawks,26,17,24,22,16,13,8,5,0,4,2,10,4,10,1,1,0,1,67,60,12,12,476,354,25,37,358,21,33,262,1,7,2,21,29,118,25,92,5,85,3,20,3,5,1,3,0,0,1,2,0,0,33:03,26:57
2021,5,2021-10-10,9:30 AM,True,Jets,Falcons,20,27,17,28,9,19,6,5,2,4,5,10,9,14,0,0,1,1,52,75,9,10,230,450,19,32,166,33,46,342,2,26,0,0,18,64,29,108,7,58,4,66,2,4,3,4,0,2,1,0,0,0,24:06,35:54
2021,5,2021-10-10,1:00 PM,False,Packers,Bengals,25,22,21,18,16,12,4,6,1,0,4,11,5,14,0,0,2,2,63,65,13,12,466,367,27,39,333,26,38,264,2,11,3,17,22,133,24,103,2,10,2,21,2,5,2,2,0,0,1,2,0,0,33:59,34:06
2021,5,2021-10-10,1:00 PM,False,Lions,Vikings,17,19,22,18,11,12,7,5,4,1,3,11,5,13,0,1,0,0,63,64,11,12,288,384,21,35,180,25,34,264,4,23,2,11,24,108,28,120,3,30,7,74,1,1,1,1,1,1,1,1,0,0,27:54,32:06
2021,5,2021-10-10,1:00 PM,False,Broncos,Steelers,19,27,17,19,14,12,3,5,0,2,2,12,7,12,3,4,0,0,58,61,9,10,374,391,24,38,268,15,25,244,2,20,1,9,18,106,35,147,7,67,8,59,1,3,2,2,0,1,1,0,0,0,26:58,33:02
2021,5,2021-10-10,1:00 PM,False,Dolphins,Buccaneers,17,45,17,33,13,26,2,5,2,2,2,7,8,11,0,0,0,0,51,71,9,10,301,558,27,39,262,33,44,437,3,13,2,15,9,39,25,121,5,37,6,47,1,2,4,6,1,0,1,0,0,0,22:53,37:07
2021,5,2021-10-10,1:00 PM,False,Saints,Commanders,33,22,18,26,12,11,5,11,1,4,4,11,5,16,1,1,1,3,55,76,13,12,369,373,15,30,271,20,41,242,2,8,2,6,23,98,33,131,6,45,5,37,2,2,2,5,1,0,1,2,0,0,23:34,36:26
2021,5,2021-10-10,1:00 PM,False,Eagles,Panthers,21,18,15,17,8,9,6,6,1,2,4,13,5,15,0,1,0,0,61,70,15,14,273,267,22,37,182,21,37,158,2,16,3,19,22,91,30,109,6,60,9,69,2,4,1,2,1,0,1,3,0,0,24:57,35:03
2021,5,2021-10-10,1:00 PM,False,Titans,Jaguars,37,19,23,24,10,12,12,9,1,3,5,11,3,10,1,1,1,3,61,66,9,11,368,454,14,22,184,23,33,256,3,13,2,17,36,184,31,198,7,44,4,33,4,5,3,5,0,1,0,1,1,0,31:30,28:30
2021,5,2021-10-10,1:00 PM,False,Patriots,Texans,25,22,21,14,12,10,6,2,3,2,6,11,6,14,0,0,3,3,61,56,9,10,352,360,23,30,226,21,29,293,1,5,3,19,30,126,24,67,5,27,8,70,2,5,1,2,1,1,1,0,0,0,30:44,29:16
2021,5,2021-10-10,4:05 PM,False,Browns,Chargers,42,47,25,27,12,14,10,9,3,4,4,12,6,13,1,3,3,3,68,68,12,12,531,493,23,32,301,26,43,381,1,4,2,17,35,230,23,112,7,77,6,49,3,6,4,4,0,1,0,0,0,0,36:28,23:32
2021,5,2021-10-10,4:05 PM,False,Bears,Raiders,20,9,19,16,8,7,7,6,4,3,6,13,5,14,0,0,1,3,60,60,10,10,252,259,13,21,109,22,35,188,2,10,3,18,37,143,22,71,8,70,10,82,2,2,1,2,0,0,0,1,0,0,32:02,27:58
2021,5,2021-10-10,4:25 PM,False,Giants,Cowboys,20,44,20,26,15,13,3,10,2,3,4,13,8,14,2,3,1,2,64,74,12,10,367,515,21,39,294,23,33,314,0,0,2,10,25,73,39,201,5,48,8,58,2,3,2,5,0,1,2,1,0,1,27:48,32:12
2021,5,2021-10-10,4:25 PM,False,49ers,Cardinals,10,17,19,20,9,11,7,8,3,1,3,11,3,10,1,5,0,0,59,60,9,10,338,304,15,29,186,22,31,210,2,6,2,29,28,152,27,94,7,60,6,62,1,2,2,3,0,1,1,0,0,0,31:54,28:06
2021,5,2021-10-10,8:20 PM,False,Bills,Chiefs,38,20,20,29,12,16,7,8,1,5,5,11,5,12,0,0,0,1,54,79,11,11,436,392,15,26,315,33,54,272,0,0,2,0,28,121,23,120,10,103,7,55,2,3,2,5,0,2,0,2,1,0,27:35,32:25
2021,5,2021-10-11,8:15 PM,False,Colts,Ravens,25,31,29,30,16,22,10,7,3,1,5,10,3,8,1,1,0,0,63,70,10,10,513,523,25,35,390,37,43,437,2,12,2,5,26,123,25,86,5,45,8,74,1,4,3,5,1,1,0,0,0,0,30:45,33:51
2021,6,2021-10-14,8:20 PM,False,Buccaneers,Eagles,28,22,27,16,17,5,8,8,2,3,7,13,3,10,0,1,1,1,73,47,11,10,399,213,34,42,297,12,26,113,0,0,2,2,31,102,19,100,7,120,4,41,3,4,3,3,0,0,1,1,0,0,39:56,20:04
2021,6,2021-10-17,9:30 AM,True,Dolphins,Jaguars,20,23,23,21,18,16,4,4,1,1,9,17,3,12,1,2,2,3,68,62,11,11,431,396,34,48,354,25,41,312,0,0,2,7,20,77,19,84,7,55,8,54,2,4,1,2,0,1,1,0,0,0,32:40,27:20
2021,6,2021-10-17,1:00 PM,False,Chiefs,Commanders,31,13,29,15,21,8,7,6,1,1,11,17,7,14,1,2,0,0,78,58,11,12,499,276,32,47,390,24,39,182,3,7,0,0,28,109,19,94,5,47,6,44,3,4,0,0,1,1,2,1,0,0,33:53,26:07
